dataset;query_id;query_type;strategy;k_eval;hit_at_k;mrr;chain_mrr;ndcg_at_k;relevant_rank;chain_rank;latency_clean_ms;latency_penalty_ms;latency_end_to_end_ms;diversity_docs;diversity_sections;retrieved_ids;index_id;chunk_size;chunk_overlap;relevance_method;similarity_top_k_dense;similarity_top_k_sparse;rrf_top_k_per_retriever;mmr_alpha;k_final;embed_model;llama_index_version
local_saia_docs;abroad_forms;keyword;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;354595;200;354795;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;aptitude_test;keyword;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;712;201;913;0.125;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;bio_bachelor_thesis_requirements;keyword;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;647;200;848;0.375;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;bio_orientation_modules_rule;keyword;hybrid_rrf;8;1;0.5;0.5;0.6309297535714575;2;2;1132;200;1333;0.125;0.0;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;physik_orientation_modules;keyword;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;1198;200;1399;0.25;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Physik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;submission_deadline_definition;keyword;hybrid_rrf;8;1;1.0;1.0;0.961999147059583;1;1;1242;201;1443;0.125;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;bio_exam_registration_type;keyword;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;1189;201;1390;0.125;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;physik_grade_improvement;keyword;hybrid_rrf;8;1;1.0;1.0;0.9197207891481876;1;1;1421;205;1626;0.5;0.0;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Physik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;lehramt_profile_credits;keyword;hybrid_rrf;8;1;1.0;1.0;0.838847952689218;1;1;1200;200;1401;0.25;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Professionalisierungsbereich_Lehramt.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;paper_application;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;866;203;1069;0.375;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;second_degree;semantic;hybrid_rrf;8;1;0.5;0.5;0.6309297535714575;2;2;1078;200;1279;0.25;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;master_degrees;semantic;hybrid_rrf;8;1;1.0;1.0;0.8772153153380493;1;1;1576;206;1782;0.5;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ects;semantic;hybrid_rrf;8;0;0.0;0.0;0.0;;;616;201;817;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;part_time;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;514;200;715;0.25;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Teilzeitstudium.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;english_level;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;484;200;685;0.125;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;ombuds;semantic;hybrid_rrf;8;1;0.16666666666666666;0.16666666666666666;0.41183384043543503;6;6;3269;200;3470;0.125;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung-Gute_wissenschaftliche_praxis.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;take_home;semantic;hybrid_rrf;8;1;1.0;1.0;0.9197207891481876;1;1;565;201;766;0.5;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;physik_study_goals_semantic;semantic;hybrid_rrf;8;1;1.0;1.0;1.0;1;1;559;200;760;0.125;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_biologie_study_structure;semantic;hybrid_rrf;8;0;0.0;0.0;0.0;;;582;200;782;0.125;0.0;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;deadlines;multi-hop;hybrid_rrf;8;1;1.0;0.5;1.0;1;2;578;201;779;0.25;0.5;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Ordnung_Zugangsvoraussetzungen_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine Zulassungsordnung.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;thesis;multi-hop;hybrid_rrf;8;1;1.0;0.5;0.9550236580992475;1;2;579;200;779;0.25;0.25;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_MA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_bio_physik_bachelor_thesis_requirements;multi-hop;hybrid_rrf;8;1;0.3333333333333333;0.14285714285714285;0.5109559939712153;3;7;554;200;754;0.5;0.375;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Zwei_Faecher_Bachelor_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungs_und_Studienordnung_BA_Ang.Informatik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_lehramt_biologie_modules;multi-hop;hybrid_rrf;8;1;1.0;0.14285714285714285;0.9217868789962071;1;7;580;200;781;0.375;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Professionalisierungsbereich_Lehramt.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
local_saia_docs;cross_zfb_physik_orientation_modules;multi-hop;hybrid_rrf;8;1;0.3333333333333333;0.3333333333333333;0.6533933590057491;3;3;545;201;746;0.5;0.125;"[""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Allgemeine_Prüfungsordnung.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Prüfungsordnung_Physik.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Physik_Göttingen.pdf"", ""C:\\Users\\cora-\\Development\\RAG\\data\\raw\\Studienordnung_Biologie.pdf""]";abae512774cc;500;150;exact_normalized_substring;100;100;160;0.6;8;e5-mistral-7b-instruct;0.14.7
